,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,_SalesTeamID,_StoreID,Order Quantity,Discount Applied,Unit Cost,Unit Price,DaysToShip
3306,Distributor,WARE-NMK1003,2/4/2019,6/22/2019,7/5/2019,22,160,5,0.1,198.59,261.3,13 days
3307,In-Store,WARE-NMK1003,2/4/2019,6/23/2019,7/7/2019,8,146,8,0.075,"2,900.43","3,919.50",14 days
3308,In-Store,WARE-NMK1003,2/4/2019,6/23/2019,7/14/2019,2,175,7,0.3,919.51,"1,259.60",21 days
3309,In-Store,WARE-NMK1003,2/4/2019,6/23/2019,7/5/2019,11,98,5,0.1,"1,532.96","2,358.40",12 days
3310,In-Store,WARE-MKL1006,2/4/2019,6/23/2019,7/21/2019,10,364,4,0.05,"1,443.85","2,887.70",28 days
3311,Distributor,WARE-MKL1006,5/15/2019,6/23/2019,6/30/2019,23,359,5,0.05,628.53,"1,065.30",7 days
3312,Distributor,WARE-NBV1002,2/4/2019,6/23/2019,6/28/2019,22,86,3,0.3,"2,503.46","5,326.50",5 days
3313,Online,WARE-PUJ1005,2/4/2019,6/23/2019,6/28/2019,17,280,8,0.05,"1,540.67","3,423.70",5 days
3314,In-Store,WARE-NMK1003,2/4/2019,6/24/2019,7/8/2019,1,172,2,0.4,"1,823.27","3,879.30",14 days
3315,In-Store,WARE-PUJ1005,2/4/2019,6/24/2019,7/5/2019,9,328,3,0.3,"3,258.75","3,926.20",11 days
3316,In-Store,WARE-UHY1004,2/4/2019,6/24/2019,6/26/2019,3,254,4,0.2,798.64,998.3,2 days
3317,Online,WARE-XYS1001,2/4/2019,6/24/2019,7/1/2019,16,9,8,0.05,523.2,917.9,7 days
3318,Online,WARE-XYS1001,2/4/2019,6/25/2019,6/29/2019,16,6,6,0.075,637.3,"1,098.80",4 days
3319,In-Store,WARE-NMK1003,2/4/2019,6/25/2019,7/6/2019,12,188,2,0.4,"2,515.72","3,993.20",11 days
3320,Distributor,WARE-NMK1003,2/4/2019,6/25/2019,7/10/2019,25,113,5,0.05,"1,640.56","2,485.70",15 days
3321,In-Store,WARE-XYS1001,2/4/2019,6/25/2019,6/29/2019,8,5,2,0.075,121.61,221.1,4 days
3322,Online,WARE-PUJ1005,2/4/2019,6/25/2019,7/12/2019,15,298,2,0.05,"1,566.46","2,237.80",17 days
3323,Online,WARE-XYS1001,2/4/2019,6/25/2019,7/13/2019,18,40,7,0.3,"1,391.59","2,244.50",18 days
3324,In-Store,WARE-PUJ1005,2/4/2019,6/25/2019,7/5/2019,11,300,8,0.15,449.57,737,10 days
3325,Online,WARE-PUJ1005,2/4/2019,6/26/2019,6/28/2019,15,300,4,0.2,"1,279.37","2,244.50",2 days
3326,Online,WARE-UHY1004,5/15/2019,6/26/2019,7/14/2019,20,236,8,0.05,"2,767.10","3,953.00",18 days
3327,Online,WARE-XYS1001,5/15/2019,6/26/2019,6/29/2019,13,48,7,0.4,"2,251.20","4,020.00",3 days
3328,Wholesale,WARE-NMK1003,2/4/2019,6/26/2019,7/13/2019,28,168,4,0.075,"3,911.26","6,411.90",17 days
3329,Distributor,WARE-XYS1001,2/4/2019,6/26/2019,7/15/2019,21,18,1,0.1,"1,354.47","1,782.20",19 days
3330,In-Store,WARE-PUJ1005,2/4/2019,6/26/2019,6/28/2019,7,272,3,0.1,549.07,998.3,2 days
3331,Online,WARE-UHY1004,5/15/2019,6/26/2019,7/2/2019,18,257,8,0.05,568.16,710.2,6 days
3332,In-Store,WARE-NMK1003,2/4/2019,6/26/2019,7/20/2019,7,149,8,0.15,154.9,227.8,24 days
3333,Distributor,WARE-NMK1003,5/15/2019,6/26/2019,7/19/2019,23,177,1,0.15,724.4,"1,065.30",23 days
3334,Online,WARE-PUJ1005,2/4/2019,6/26/2019,6/30/2019,18,312,6,0.1,120.06,214.4,4 days
3335,Distributor,WARE-NMK1003,2/4/2019,6/26/2019,6/30/2019,22,145,1,0.075,836.16,"1,286.40",4 days
3336,In-Store,WARE-NMK1003,2/4/2019,6/26/2019,7/15/2019,3,182,5,0.075,715.29,"1,051.90",19 days
3337,Online,WARE-MKL1006,2/4/2019,6/27/2019,7/5/2019,14,345,4,0.1,"3,849.22","5,272.90",8 days
3338,In-Store,WARE-UHY1004,2/4/2019,6/27/2019,7/16/2019,3,206,8,0.1,835.09,"1,018.40",19 days
3339,In-Store,WARE-NMK1003,2/4/2019,6/27/2019,7/2/2019,6,96,6,0.4,"2,117.87","3,651.50",5 days
3340,Online,WARE-XYS1001,2/4/2019,6/27/2019,7/14/2019,14,56,4,0.2,"1,759.22","2,284.70",17 days
3341,Online,WARE-NMK1003,2/4/2019,6/27/2019,7/8/2019,17,161,2,0.05,"3,061.63","6,378.40",11 days
3342,In-Store,WARE-PUJ1005,5/15/2019,6/28/2019,7/6/2019,10,325,6,0.15,"4,661.12","6,385.10",8 days
3343,Wholesale,WARE-XYS1001,2/4/2019,6/28/2019,7/19/2019,28,27,7,0.1,"3,900.20","5,065.20",21 days
3344,Wholesale,WARE-UHY1004,2/4/2019,6/28/2019,7/20/2019,27,228,6,0.075,586.12,"1,085.40",22 days
3345,Wholesale,WARE-UHY1004,2/4/2019,6/28/2019,7/7/2019,28,213,1,0.075,"1,760.76","2,445.50",9 days
3346,In-Store,WARE-XYS1001,2/4/2019,6/28/2019,7/19/2019,8,31,7,0.05,131.39,247.9,21 days
3347,In-Store,WARE-PUJ1005,2/4/2019,6/28/2019,7/2/2019,9,313,7,0.05,825.44,"1,072.00",4 days
3348,Distributor,WARE-NMK1003,2/4/2019,6/28/2019,7/7/2019,23,144,4,0.075,"1,429.78","2,599.60",9 days
3349,In-Store,WARE-NBV1002,2/4/2019,6/28/2019,7/13/2019,6,68,6,0.15,178.22,254.6,15 days
3350,In-Store,WARE-PUJ1005,2/4/2019,6/28/2019,7/22/2019,10,277,2,0.075,"3,890.82","6,378.40",24 days
3351,Wholesale,WARE-UHY1004,5/15/2019,6/28/2019,7/26/2019,28,233,2,0.075,164.62,261.3,28 days
3352,In-Store,WARE-MKL1006,2/4/2019,6/29/2019,7/15/2019,10,340,7,0.1,"1,969.80","2,345.00",16 days
3353,In-Store,WARE-NBV1002,5/15/2019,6/29/2019,7/9/2019,1,71,4,0.05,670,"1,675.00",10 days
3354,Distributor,WARE-XYS1001,5/15/2019,6/29/2019,7/15/2019,22,53,3,0.05,"1,130.63","2,512.50",16 days
3355,In-Store,WARE-NMK1003,2/4/2019,6/29/2019,7/24/2019,11,176,4,0.05,"2,905.39","3,926.20",25 days
3356,In-Store,WARE-UHY1004,2/4/2019,6/29/2019,7/26/2019,11,220,8,0.075,"4,239.69","5,366.70",27 days
3357,Online,WARE-PUJ1005,5/15/2019,6/29/2019,7/25/2019,17,292,1,0.1,623.17,877.7,26 days
3358,In-Store,WARE-PUJ1005,2/4/2019,6/29/2019,7/3/2019,8,270,6,0.075,539.89,"1,058.60",4 days
3359,In-Store,WARE-PUJ1005,2/4/2019,6/29/2019,7/19/2019,11,275,6,0.075,493.12,"1,072.00",20 days
3360,Wholesale,WARE-MKL1006,2/4/2019,6/30/2019,7/3/2019,27,329,5,0.075,"2,543.32","3,912.80",3 days
3361,In-Store,WARE-PUJ1005,2/4/2019,6/30/2019,7/25/2019,10,305,1,0.1,107.07,227.8,25 days
3362,Wholesale,WARE-XYS1001,2/4/2019,6/30/2019,7/8/2019,27,30,2,0.075,558.11,"1,139.00",8 days
3363,Distributor,WARE-UHY1004,2/4/2019,6/30/2019,7/7/2019,25,223,6,0.05,98.49,201,7 days
3364,In-Store,WARE-PUJ1005,5/15/2019,6/30/2019,7/27/2019,11,326,4,0.075,799.65,"1,038.50",27 days
3365,Distributor,WARE-NMK1003,2/4/2019,6/30/2019,7/10/2019,24,155,5,0.3,142.58,254.6,10 days
3366,In-Store,WARE-PUJ1005,2/4/2019,6/30/2019,7/18/2019,11,320,6,0.1,518.71,"1,058.60",18 days
3367,In-Store,WARE-PUJ1005,5/15/2019,7/1/2019,7/27/2019,3,292,5,0.1,198.32,247.9,26 days
3368,Online,WARE-MKL1006,2/4/2019,7/1/2019,7/3/2019,15,332,7,0.05,481.8,"1,025.10",2 days
3369,In-Store,WARE-PUJ1005,2/4/2019,7/1/2019,7/22/2019,2,320,1,0.075,"3,700.54","5,782.10",21 days
3370,Wholesale,WARE-NMK1003,5/15/2019,7/1/2019,7/12/2019,28,97,8,0.2,462.84,"1,051.90",11 days
3371,Distributor,WARE-UHY1004,2/4/2019,7/1/2019,7/22/2019,21,237,8,0.075,379.89,844.2,21 days
3372,In-Store,WARE-NMK1003,2/4/2019,7/1/2019,7/9/2019,10,189,2,0.1,"2,026.08","2,412.00",8 days
3373,Distributor,WARE-PUJ1005,5/15/2019,7/2/2019,7/20/2019,21,293,7,0.05,804.8,"1,031.80",18 days
3374,Distributor,WARE-NMK1003,2/4/2019,7/2/2019,7/28/2019,24,172,1,0.1,"3,410.37","5,983.10",26 days
3375,Distributor,WARE-NMK1003,2/4/2019,7/2/2019,7/25/2019,22,128,7,0.05,697.87,830.8,23 days
3376,Online,WARE-PUJ1005,2/4/2019,7/2/2019,7/5/2019,17,262,8,0.1,633.42,"1,092.10",3 days
3377,In-Store,WARE-NMK1003,2/4/2019,7/2/2019,7/17/2019,5,193,3,0.2,718.31,"1,011.70",15 days
3378,In-Store,WARE-UHY1004,5/15/2019,7/2/2019,7/6/2019,11,208,3,0.075,"1,186.10","1,882.70",4 days
3379,Wholesale,WARE-NMK1003,2/4/2019,7/2/2019,7/26/2019,27,171,2,0.075,914.62,"1,252.90",24 days
3380,Distributor,WARE-NMK1003,2/4/2019,7/2/2019,7/9/2019,24,140,8,0.2,"1,435.14","1,708.50",7 days
3381,In-Store,WARE-PUJ1005,5/15/2019,7/2/2019,7/21/2019,3,268,1,0.1,954.75,"1,273.00",19 days
3382,Online,WARE-UHY1004,2/4/2019,7/2/2019,7/22/2019,17,219,2,0.15,"1,341.34","2,438.80",20 days
3383,In-Store,WARE-UHY1004,2/4/2019,7/2/2019,7/19/2019,10,255,1,0.1,"1,745.28","3,061.90",17 days
3384,Distributor,WARE-MKL1006,2/4/2019,7/2/2019,7/28/2019,23,360,6,0.15,"1,224.76","3,061.90",26 days
3385,In-Store,WARE-NMK1003,5/15/2019,7/2/2019,7/16/2019,1,119,1,0.05,142.38,167.5,14 days
3386,Online,WARE-PUJ1005,2/4/2019,7/2/2019,7/16/2019,14,323,6,0.15,"3,234.49","3,993.20",14 days
3387,In-Store,WARE-PUJ1005,2/4/2019,7/2/2019,7/23/2019,3,326,5,0.1,585.31,"1,125.60",21 days
3388,Distributor,WARE-NMK1003,2/4/2019,7/2/2019,7/18/2019,24,191,3,0.075,846.14,"1,159.10",16 days
3389,Online,WARE-UHY1004,2/4/2019,7/2/2019,7/18/2019,14,222,1,0.075,810.03,"1,038.50",16 days
3390,Online,WARE-UHY1004,2/4/2019,7/3/2019,7/16/2019,16,220,4,0.1,135.07,214.4,13 days
3391,Online,WARE-NMK1003,2/4/2019,7/3/2019,7/26/2019,15,116,7,0.15,804.4,"1,748.70",23 days
3392,Online,WARE-PUJ1005,2/4/2019,7/3/2019,7/31/2019,19,275,1,0.05,"1,445.39","2,834.10",28 days
3393,Wholesale,WARE-UHY1004,5/15/2019,7/3/2019,7/8/2019,27,232,7,0.075,953.21,"2,324.90",5 days
3394,Wholesale,WARE-UHY1004,2/4/2019,7/3/2019,7/13/2019,26,227,1,0.3,"1,470.72","1,815.70",10 days
3395,Online,WARE-NBV1002,5/15/2019,7/3/2019,7/10/2019,17,68,3,0.1,99.43,187.6,7 days
3396,In-Store,WARE-UHY1004,2/4/2019,7/3/2019,7/9/2019,10,224,2,0.2,505.45,"1,232.80",6 days
3397,Online,WARE-PUJ1005,5/15/2019,7/3/2019,7/11/2019,17,326,5,0.075,498.88,978.2,8 days
3398,In-Store,WARE-UHY1004,2/4/2019,7/4/2019,7/13/2019,7,211,4,0.05,914.55,"1,172.50",9 days
3399,In-Store,WARE-NMK1003,2/4/2019,7/4/2019,7/11/2019,8,147,1,0.15,442.2,"1,105.50",7 days
3400,Online,WARE-MKL1006,5/15/2019,7/4/2019,7/21/2019,20,350,5,0.075,"1,739.05","2,760.40",17 days
3401,Online,WARE-XYS1001,5/15/2019,7/4/2019,7/14/2019,17,53,1,0.05,134,268,10 days
3402,In-Store,WARE-NBV1002,2/4/2019,7/4/2019,7/29/2019,6,74,7,0.1,984.5,"1,246.20",25 days
3403,Online,WARE-UHY1004,5/15/2019,7/5/2019,7/9/2019,15,214,1,0.05,"1,441.71","2,720.20",4 days
3404,Online,WARE-NMK1003,2/4/2019,7/5/2019,7/23/2019,19,174,4,0.4,962.46,"1,132.30",18 days
3405,Online,WARE-UHY1004,2/4/2019,7/5/2019,7/12/2019,19,229,2,0.15,494.39,"1,051.90",7 days
3406,In-Store,WARE-MKL1006,5/15/2019,7/5/2019,7/21/2019,6,329,3,0.2,556.1,"1,112.20",16 days
3407,In-Store,WARE-NMK1003,2/4/2019,7/5/2019,7/8/2019,9,124,5,0.05,"2,953.36","3,886.00",3 days
3408,In-Store,WARE-MKL1006,2/4/2019,7/5/2019,8/2/2019,7,339,2,0.1,"1,834.46","2,479.00",28 days
3409,Online,WARE-NMK1003,2/4/2019,7/5/2019,7/24/2019,15,139,1,0.15,542.7,"1,085.40",19 days
3410,In-Store,WARE-UHY1004,2/4/2019,7/5/2019,7/22/2019,5,209,6,0.075,369.04,683.4,17 days
3411,Wholesale,WARE-PUJ1005,2/4/2019,7/5/2019,7/21/2019,26,281,1,0.05,415.67,944.7,16 days
3412,In-Store,WARE-UHY1004,2/4/2019,7/6/2019,7/15/2019,7,208,4,0.075,648.02,"1,045.20",9 days
3413,In-Store,WARE-MKL1006,5/15/2019,7/6/2019,8/3/2019,5,343,7,0.2,626.58,"1,118.90",28 days
3414,Online,WARE-UHY1004,5/15/2019,7/6/2019,7/24/2019,19,257,3,0.1,782.56,"1,956.40",18 days
3415,Online,WARE-NBV1002,5/15/2019,7/6/2019,8/2/2019,17,83,8,0.4,434.16,"1,085.40",27 days
3416,Distributor,WARE-PUJ1005,5/15/2019,7/6/2019,7/22/2019,23,321,1,0.1,934.25,"1,112.20",16 days
3417,Distributor,WARE-NBV1002,2/4/2019,7/6/2019,7/29/2019,20,67,3,0.05,146.26,247.9,23 days
3418,In-Store,WARE-UHY1004,2/4/2019,7/7/2019,7/11/2019,12,249,4,0.05,728.96,"1,139.00",4 days
3419,In-Store,WARE-NMK1003,5/15/2019,7/7/2019,8/4/2019,10,133,1,0.4,633.49,"1,038.50",28 days
3420,Distributor,WARE-NMK1003,2/4/2019,7/7/2019,7/15/2019,23,179,3,0.05,841.39,"1,078.70",8 days
3421,In-Store,WARE-NMK1003,5/15/2019,7/7/2019,7/14/2019,5,191,3,0.075,"2,270.90","3,604.60",7 days
3422,Distributor,WARE-NMK1003,5/15/2019,7/7/2019,7/15/2019,23,141,7,0.075,531.31,871,8 days
3423,Wholesale,WARE-NMK1003,2/4/2019,7/7/2019,7/18/2019,28,132,3,0.05,512.15,984.9,11 days
3424,Online,WARE-NMK1003,2/4/2019,7/7/2019,7/29/2019,18,153,8,0.2,"4,552.25","5,989.80",22 days
3425,Wholesale,WARE-NBV1002,5/15/2019,7/7/2019,7/21/2019,27,86,5,0.1,616.27,978.2,14 days
3426,Wholesale,WARE-XYS1001,5/15/2019,7/7/2019,7/23/2019,27,1,7,0.1,"1,429.51","1,701.80",16 days
3427,Online,WARE-NMK1003,2/4/2019,7/7/2019,7/10/2019,12,170,8,0.15,"1,080.58","1,688.40",3 days
3428,In-Store,WARE-NMK1003,5/15/2019,7/8/2019,7/18/2019,6,177,5,0.05,"1,065.97","2,479.00",10 days
3429,Wholesale,WARE-XYS1001,5/15/2019,7/8/2019,7/19/2019,26,57,6,0.05,175.81,214.4,11 days
3430,Online,WARE-XYS1001,2/4/2019,7/8/2019,8/1/2019,15,43,6,0.3,"1,046.54","1,902.80",24 days
3431,In-Store,WARE-PUJ1005,2/4/2019,7/8/2019,7/28/2019,12,272,4,0.05,214.4,268,20 days
3432,In-Store,WARE-XYS1001,2/4/2019,7/8/2019,7/23/2019,4,16,8,0.15,725.21,884.4,15 days
3433,Online,WARE-NMK1003,2/4/2019,7/8/2019,7/26/2019,15,197,7,0.1,939.88,"1,118.90",18 days
3434,Online,WARE-XYS1001,2/4/2019,7/8/2019,7/30/2019,16,9,4,0.075,"1,462.61","1,976.50",22 days
3435,In-Store,WARE-XYS1001,5/15/2019,7/9/2019,7/27/2019,6,38,5,0.1,"3,526.55","6,411.90",18 days
3436,Online,WARE-MKL1006,2/4/2019,7/9/2019,7/26/2019,15,341,5,0.075,870.2,"1,279.70",17 days
3437,In-Store,WARE-NBV1002,2/4/2019,7/9/2019,7/25/2019,9,73,2,0.05,831,"1,051.90",16 days
3438,Online,WARE-NMK1003,2/4/2019,7/9/2019,7/31/2019,20,120,1,0.05,"1,020.28","1,889.40",22 days
3439,Online,WARE-UHY1004,2/4/2019,7/9/2019,7/28/2019,20,209,2,0.05,528.56,"1,078.70",19 days
3440,Online,WARE-UHY1004,2/4/2019,7/9/2019,7/11/2019,13,239,2,0.15,"1,678.89","2,505.80",2 days
3441,Online,WARE-MKL1006,5/15/2019,7/10/2019,7/29/2019,15,339,5,0.15,"1,708.50","2,847.50",19 days
3442,In-Store,WARE-PUJ1005,5/15/2019,7/10/2019,7/16/2019,10,275,2,0.05,"1,445.86","2,780.50",6 days
3443,Distributor,WARE-PUJ1005,2/4/2019,7/10/2019,7/29/2019,23,286,7,0.05,"1,249.95","2,358.40",19 days
3444,In-Store,WARE-PUJ1005,5/15/2019,7/10/2019,8/2/2019,2,313,3,0.05,"4,680.69","6,411.90",23 days
3445,In-Store,WARE-XYS1001,2/4/2019,7/10/2019,7/20/2019,8,31,6,0.075,469.94,"1,118.90",10 days
3446,Distributor,WARE-NBV1002,5/15/2019,7/10/2019,8/5/2019,22,80,2,0.1,"3,431.74","5,279.60",26 days
3447,Wholesale,WARE-PUJ1005,5/15/2019,7/10/2019,7/16/2019,26,278,6,0.15,644.88,"1,172.50",6 days
3448,Distributor,WARE-XYS1001,5/15/2019,7/10/2019,7/16/2019,25,5,8,0.1,480.79,"1,045.20",6 days
3449,Online,WARE-UHY1004,5/15/2019,7/10/2019,8/7/2019,14,203,5,0.05,635.56,"1,025.10",28 days
3450,In-Store,WARE-NBV1002,2/4/2019,7/10/2019,8/4/2019,10,71,6,0.1,"3,577.40","5,420.30",25 days
3451,Distributor,WARE-MKL1006,2/4/2019,7/11/2019,7/26/2019,25,343,2,0.05,616.27,844.2,15 days
3452,In-Store,WARE-NMK1003,2/4/2019,7/11/2019,7/17/2019,9,151,4,0.15,"3,241.73","3,859.20",6 days
3453,Online,WARE-PUJ1005,5/15/2019,7/11/2019,8/1/2019,14,303,5,0.1,"2,232.44","3,986.50",21 days
3454,In-Store,WARE-NMK1003,5/15/2019,7/12/2019,8/7/2019,10,92,5,0.15,859.68,"1,829.10",26 days
3455,Wholesale,WARE-NMK1003,2/4/2019,7/12/2019,7/25/2019,26,151,8,0.3,"1,455.24","2,425.40",13 days
3456,Online,WARE-NMK1003,2/4/2019,7/12/2019,7/17/2019,13,112,2,0.15,679.58,"1,078.70",5 days
3457,Distributor,WARE-NMK1003,2/4/2019,7/12/2019,8/3/2019,22,153,7,0.1,"2,423.79","3,189.20",22 days
3458,Distributor,WARE-PUJ1005,5/15/2019,7/12/2019,8/1/2019,22,328,7,0.05,664.77,810.7,20 days
3459,In-Store,WARE-NMK1003,2/4/2019,7/12/2019,7/24/2019,1,173,4,0.05,"2,062.26","3,819.00",12 days
3460,Wholesale,WARE-NMK1003,2/4/2019,7/13/2019,7/28/2019,27,151,8,0.075,"2,566.37","3,564.40",15 days
3461,Distributor,WARE-NMK1003,5/15/2019,7/13/2019,7/29/2019,22,187,1,0.05,"1,011.23","2,351.70",16 days
3462,Online,WARE-UHY1004,2/4/2019,7/13/2019,7/28/2019,15,239,1,0.3,827.72,"1,165.80",15 days
3463,Online,WARE-NMK1003,2/4/2019,7/13/2019,7/30/2019,20,127,7,0.05,633.95,"1,112.20",17 days
3464,Online,WARE-UHY1004,5/15/2019,7/13/2019,8/7/2019,12,215,5,0.1,623.17,877.7,25 days
3465,In-Store,WARE-PUJ1005,5/15/2019,7/14/2019,8/5/2019,7,305,6,0.15,"1,431.12","1,788.90",22 days
3466,Distributor,WARE-NMK1003,2/4/2019,7/14/2019,8/7/2019,22,145,3,0.075,"1,374.84","2,546.00",24 days
3467,Online,WARE-NBV1002,5/15/2019,7/14/2019,8/7/2019,13,87,2,0.05,"1,725.92","2,465.60",24 days
3468,Wholesale,WARE-PUJ1005,5/15/2019,7/14/2019,7/17/2019,27,291,1,0.15,"4,228.97","5,956.30",3 days
3469,Online,WARE-PUJ1005,5/15/2019,7/14/2019,8/8/2019,16,296,5,0.05,686.08,"1,072.00",25 days
3470,Online,WARE-MKL1006,5/15/2019,7/14/2019,7/17/2019,16,337,8,0.1,674.96,978.2,3 days
3471,In-Store,WARE-UHY1004,5/15/2019,7/14/2019,7/26/2019,6,212,5,0.2,79.6,180.9,12 days
3472,Distributor,WARE-NMK1003,2/4/2019,7/14/2019,7/20/2019,21,112,1,0.05,428.8,857.6,6 days
3473,Online,WARE-MKL1006,2/4/2019,7/14/2019,8/1/2019,15,345,1,0.075,"3,740.95","5,755.30",18 days
3474,Distributor,WARE-PUJ1005,2/4/2019,7/14/2019,7/24/2019,22,281,8,0.075,"1,988.56","2,485.70",10 days
3475,In-Store,WARE-NMK1003,5/15/2019,7/15/2019,7/28/2019,9,199,1,0.1,639.58,864.3,13 days
3476,In-Store,WARE-XYS1001,2/4/2019,7/15/2019,7/18/2019,8,54,8,0.075,498.61,817.4,3 days
3477,In-Store,WARE-NMK1003,2/4/2019,7/15/2019,7/19/2019,10,170,5,0.075,675.03,"1,038.50",4 days
3478,In-Store,WARE-NMK1003,2/4/2019,7/15/2019,7/17/2019,7,114,4,0.15,928.29,"1,092.10",2 days
3479,Online,WARE-PUJ1005,2/4/2019,7/15/2019,7/27/2019,14,302,3,0.075,"1,912.85","3,825.70",12 days
3480,Online,WARE-PUJ1005,2/4/2019,7/15/2019,7/21/2019,15,296,2,0.1,128.98,167.5,6 days
3481,Distributor,WARE-NBV1002,5/15/2019,7/15/2019,8/9/2019,21,80,7,0.075,"2,127.38","3,939.60",25 days
3482,In-Store,WARE-XYS1001,2/4/2019,7/15/2019,8/5/2019,2,30,5,0.15,167.23,261.3,21 days
3483,In-Store,WARE-UHY1004,5/15/2019,7/15/2019,7/22/2019,9,235,5,0.15,"1,454.97","2,385.20",7 days
3484,In-Store,WARE-NBV1002,5/15/2019,7/15/2019,8/2/2019,11,71,1,0.4,"3,131.38","3,865.90",18 days
3485,In-Store,WARE-PUJ1005,5/15/2019,7/16/2019,8/2/2019,12,294,5,0.05,"1,571.28","3,832.40",17 days
3486,In-Store,WARE-NMK1003,2/4/2019,7/16/2019,7/29/2019,11,129,2,0.1,"2,658.23","3,852.50",13 days
3487,Online,WARE-XYS1001,2/4/2019,7/16/2019,7/22/2019,13,2,1,0.075,137.22,214.4,6 days
3488,Online,WARE-PUJ1005,2/4/2019,7/16/2019,7/25/2019,17,303,5,0.2,178.22,254.6,9 days
3489,Distributor,WARE-MKL1006,2/4/2019,7/16/2019,8/1/2019,23,353,5,0.3,436.84,"1,092.10",16 days
3490,In-Store,WARE-MKL1006,2/4/2019,7/17/2019,8/2/2019,6,347,2,0.1,911.74,"1,688.40",16 days
3491,In-Store,WARE-NMK1003,5/15/2019,7/17/2019,8/4/2019,3,89,2,0.15,"1,269.11","3,021.70",18 days
3492,Online,WARE-NMK1003,2/4/2019,7/17/2019,7/25/2019,19,110,8,0.4,"2,866.13","3,926.20",8 days
3493,In-Store,WARE-NBV1002,2/4/2019,7/17/2019,7/27/2019,2,84,1,0.15,"1,241.85","2,257.90",10 days
3494,Online,WARE-NMK1003,2/4/2019,7/17/2019,8/12/2019,15,124,2,0.05,"2,172.41","2,586.20",26 days
3495,In-Store,WARE-PUJ1005,2/4/2019,7/17/2019,7/26/2019,8,276,1,0.05,617.87,"1,065.30",9 days
3496,In-Store,WARE-MKL1006,2/4/2019,7/17/2019,7/31/2019,2,360,5,0.075,"1,322.38","3,075.30",14 days
3497,In-Store,WARE-PUJ1005,5/15/2019,7/17/2019,7/19/2019,4,297,7,0.05,547.93,"1,165.80",2 days
3498,Online,WARE-MKL1006,5/15/2019,7/17/2019,8/5/2019,19,355,3,0.075,"2,467.88","5,875.90",19 days
3499,Wholesale,WARE-XYS1001,2/4/2019,7/18/2019,7/26/2019,27,7,3,0.075,145.39,207.7,8 days
3500,Wholesale,WARE-MKL1006,2/4/2019,7/18/2019,8/5/2019,26,356,2,0.1,872.34,"1,038.50",18 days
3501,In-Store,WARE-PUJ1005,2/4/2019,7/18/2019,8/13/2019,9,266,1,0.4,"4,758.41","6,023.30",26 days
3502,In-Store,WARE-PUJ1005,5/15/2019,7/18/2019,7/24/2019,4,302,5,0.05,501.7,964.8,6 days
3503,Distributor,WARE-PUJ1005,5/15/2019,7/18/2019,8/2/2019,25,326,7,0.4,"1,351.93","2,371.80",15 days
3504,Online,WARE-NMK1003,2/4/2019,7/18/2019,8/7/2019,18,107,5,0.2,742.9,884.4,20 days
3505,Wholesale,WARE-NBV1002,5/15/2019,7/18/2019,8/8/2019,27,77,7,0.05,"2,058.91","2,941.30",21 days
3506,In-Store,WARE-NMK1003,2/4/2019,7/18/2019,8/4/2019,6,99,1,0.05,"1,251.09","1,762.10",17 days
3507,In-Store,WARE-XYS1001,2/4/2019,7/18/2019,8/12/2019,3,30,3,0.05,"5,118.80","6,398.50",25 days
3508,Wholesale,WARE-NMK1003,2/4/2019,7/19/2019,8/11/2019,27,130,7,0.2,"1,197.49","1,963.10",23 days
3509,In-Store,WARE-NMK1003,2/4/2019,7/19/2019,8/1/2019,9,127,1,0.1,654.26,"1,038.50",13 days
3510,In-Store,WARE-XYS1001,5/15/2019,7/19/2019,8/12/2019,9,47,7,0.05,674.36,"1,226.10",24 days
3511,In-Store,WARE-MKL1006,5/15/2019,7/19/2019,7/22/2019,12,349,1,0.15,841.39,"1,219.40",3 days
3512,In-Store,WARE-UHY1004,5/15/2019,7/19/2019,7/21/2019,8,242,6,0.3,"2,989.27","5,748.60",2 days
3513,Distributor,WARE-MKL1006,5/15/2019,7/19/2019,7/31/2019,25,350,6,0.2,334.2,777.2,12 days
3514,In-Store,WARE-MKL1006,2/4/2019,7/19/2019,7/26/2019,10,367,3,0.15,761.86,917.9,7 days
3515,In-Store,WARE-NMK1003,5/15/2019,7/19/2019,8/15/2019,8,185,6,0.15,462.84,"1,051.90",27 days
3516,In-Store,WARE-PUJ1005,2/4/2019,7/19/2019,8/11/2019,1,272,5,0.1,679.38,"1,132.30",23 days
3517,Distributor,WARE-PUJ1005,5/15/2019,7/19/2019,7/24/2019,22,269,1,0.15,"3,020.36","6,164.00",5 days
3518,In-Store,WARE-PUJ1005,2/4/2019,7/19/2019,7/22/2019,8,311,4,0.05,"2,082.23","2,539.30",3 days
3519,Distributor,WARE-UHY1004,5/15/2019,7/20/2019,8/9/2019,23,246,5,0.15,"3,792.60","6,117.10",20 days
3520,Online,WARE-NMK1003,2/4/2019,7/20/2019,7/28/2019,18,139,1,0.075,"2,465.60","3,852.50",8 days
3521,Online,WARE-UHY1004,5/15/2019,7/20/2019,8/2/2019,14,239,3,0.05,"2,069.50","3,832.40",13 days
3522,In-Store,WARE-PUJ1005,5/15/2019,7/20/2019,8/3/2019,1,300,8,0.1,799.18,"1,125.60",14 days
